0.502534	0.681435	0
-0.489810	-0.491436	0
0.011914	0.628570	0
0.398153	-0.512950	0
0.781807	0.858527	0
0.918583	-0.300032	0
0.094431	-0.606809	0
-0.722751	-0.497832	0
-0.701412	0.232089	0
-0.484983	-0.053422	0
-0.296681	-0.848291	0
0.661657	-0.892100	0
0.170528	0.061595	0
0.099447	0.558334	0
0.834387	0.868021	0
-0.428322	-0.740188	0
0.514400	0.137647	0
0.507458	-0.061219	0
-0.239108	-0.976196	0
0.135643	-0.325755	0
-0.675635	-0.098917	0
0.588569	-0.832357	0
-0.377570	-0.542046	0
0.057066	0.826675	0
-0.668703	-0.695244	0
0.203964	0.651634	0
-0.474057	0.076685	0
0.308158	0.992269	0
0.378429	-0.843649	0
0.496303	-0.114643	0
-0.786694	-0.137172	0
0.923796	0.821295	0
-0.990732	-0.636306	0
0.549821	-0.472394	0
0.634606	-0.708922	0
0.737389	-0.727863	0
-0.831128	0.738584	0
-0.200435	0.159409	0
-0.480259	0.099720	0
0.600137	-0.710090   0
0.706062	-0.165466	0
0.244110	-0.900691	0
-0.298095	0.805432	0
0.026499	0.889574	0
-0.196384	-0.018272	0
-0.848067	-0.021495	0
-0.520168	-0.324561	0
-0.753362	0.800108	0
-0.632184	-0.261506	0
-0.520095	-0.777594	0
0.094018	0.858772	0
-0.407358	0.551425	0
0.489386	-0.026417	0
-0.622090	-0.128283	0
0.373551	-0.106433	0
-0.632978	-0.387301	0
-0.263031	0.017017	0
0.251237	0.021543	0
0.560455	0.635255	0
-0.837748	0.589663	0
-0.934798	0.289529	0
0.122400	-0.247456	0
0.763733	-0.618153	0
0.338351	-0.143494	0
-0.619133	-0.035956	0
-0.262167	-0.758777	0
-0.078548	0.179015	0
0.963276	-0.547625	0
-0.687190	-0.230762	0
0.711046	0.165973	0
-0.490420	0.831982	0
-0.551920	-0.997698	0
0.335665	-0.075102	0
0.688784	-0.151302	0
-0.311075	-0.078167	0
0.561039	0.540319	0
0.350664	-0.355056	0
-0.986569	0.569479	0
0.204341	-0.057286	0
-0.226458	-0.928475	0
0.295235	-0.082549	0
0.358034	0.323890	0
0.271573	0.540571	0
0.890348	-0.299564	0
-0.582130	0.324019	0
0.418563	-0.167683	0
-0.527539	0.683858	0
-0.761208	0.665834	0
0.214608	-0.487118	0
-0.099725	0.226921    0
0.028847	0.068128	0
0.768562	-0.820099	0
0.176052	-0.776589	0
-0.690495	-0.727415	0
-0.600274	0.357305	0
-0.186090	-0.009646	0
0.497411	-0.620579	0
0.651168	-0.009988	0
0.579926	-0.704784	0
-0.362952	-0.890052	0
